TOPIC,SUBTOPIC,SUBTOPIC_ID,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,ESTIMATE_LCI,ESTIMATE_UCI,FLAG,FOOTNOTE_ID_LIST
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 50-59 years,38,39,Mean intake per person on a given day in milligrams,1,2005-2006,4,1020.4,35.9,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 50-59 years,38,39,Mean intake per person on a given day in milligrams,1,2007-2008,5,1004.9,42.7,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 50-59 years,38,39,Mean intake per person on a given day in milligrams,1,2009-2010,6,1142.3,34.9,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 50-59 years,38,39,Mean intake per person on a given day in milligrams,1,2011-2012,7,989.3,61.5,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 50-59 years,38,39,Mean intake per person on a given day in milligrams,1,2013-2014,8,1013,36.7,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 50-59 years,38,39,Mean intake per person on a given day in milligrams,1,2015-2016,9,1068.2,58.6,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 50-59 years,38,39,Mean intake per person on a given day in milligrams,1,2017-2018,10,1093.6,31.2,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 60-69 years,39,40,Mean intake per person on a given day in milligrams,1,1999-2000,1,762.6,31.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 60-69 years,39,40,Mean intake per person on a given day in milligrams,1,2001-2002,2,873.1,55.2,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 60-69 years,39,40,Mean intake per person on a given day in milligrams,1,2003-2004,3,821.2,35.6,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 60-69 years,39,40,Mean intake per person on a given day in milligrams,1,2005-2006,4,963.4,45.5,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 60-69 years,39,40,Mean intake per person on a given day in milligrams,1,2007-2008,5,915.6,27.7,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 60-69 years,39,40,Mean intake per person on a given day in milligrams,1,2009-2010,6,1022.5,45.9,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 60-69 years,39,40,Mean intake per person on a given day in milligrams,1,2011-2012,7,1052.8,45.8,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 60-69 years,39,40,Mean intake per person on a given day in milligrams,1,2013-2014,8,996.6,41.1,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 60-69 years,39,40,Mean intake per person on a given day in milligrams,1,2015-2016,9,920.2,51.2,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 60-69 years,39,40,Mean intake per person on a given day in milligrams,1,2017-2018,10,992.3,50.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 70 years and older,40,41,Mean intake per person on a given day in milligrams,1,1999-2000,1,847.5,34.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 70 years and older,40,41,Mean intake per person on a given day in milligrams,1,2001-2002,2,807.6,25.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 70 years and older,40,41,Mean intake per person on a given day in milligrams,1,2003-2004,3,831,41.7,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 70 years and older,40,41,Mean intake per person on a given day in milligrams,1,2005-2006,4,881.1,27.2,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 70 years and older,40,41,Mean intake per person on a given day in milligrams,1,2007-2008,5,836.8,31,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 70 years and older,40,41,Mean intake per person on a given day in milligrams,1,2009-2010,6,894.5,34.9,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 70 years and older,40,41,Mean intake per person on a given day in milligrams,1,2011-2012,7,880.6,20.7,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 70 years and older,40,41,Mean intake per person on a given day in milligrams,1,2013-2014,8,939.5,40.6,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 70 years and older,40,41,Mean intake per person on a given day in milligrams,1,2015-2016,9,935.4,38,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Calcium intake,,,Multiple Characteristics,5,Sex and age group,5,6,Male: 70 years and older,40,41,Mean intake per person on a given day in milligrams,1,2017-2018,10,967.7,43.8,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Total,0,Total,0,1,2 years and older,0,1,Mean intake per person on a given day in grams,2,1999-2000,1,14.8,0.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Total,0,Total,0,1,2 years and older,0,1,Mean intake per person on a given day in grams,2,2001-2002,2,15.3,0.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Total,0,Total,0,1,2 years and older,0,1,Mean intake per person on a given day in grams,2,2003-2004,3,14.8,0.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Total,0,Total,0,1,2 years and older,0,1,Mean intake per person on a given day in grams,2,2005-2006,4,15.1,0.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Total,0,Total,0,1,2 years and older,0,1,Mean intake per person on a given day in grams,2,2007-2008,5,15.2,0.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Total,0,Total,0,1,2 years and older,0,1,Mean intake per person on a given day in grams,2,2009-2010,6,16.2,0.2,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Total,0,Total,0,1,2 years and older,0,1,Mean intake per person on a given day in grams,2,2011-2012,7,17.2,0.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Total,0,Total,0,1,2 years and older,0,1,Mean intake per person on a given day in grams,2,2013-2014,8,16.3,0.2,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Total,0,Total,0,1,2 years and older,0,1,Mean intake per person on a given day in grams,2,2015-2016,9,16.5,0.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Total,0,Total,0,1,2 years and older,0,1,Mean intake per person on a given day in grams,2,2017-2018,10,16.2,0.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,2-19 years,1,2,Mean intake per person on a given day in grams,2,1999-2000,1,13.3,0.5,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,2-19 years,1,2,Mean intake per person on a given day in grams,2,2001-2002,2,12.6,0.2,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,2-19 years,1,2,Mean intake per person on a given day in grams,2,2003-2004,3,13.7,0.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,2-19 years,1,2,Mean intake per person on a given day in grams,2,2005-2006,4,13.9,0.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,2-19 years,1,2,Mean intake per person on a given day in grams,2,2007-2008,5,14.1,0.5,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,2-19 years,1,2,Mean intake per person on a given day in grams,2,2009-2010,6,14.4,0.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,2-19 years,1,2,Mean intake per person on a given day in grams,2,2011-2012,7,15.3,0.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,2-19 years,1,2,Mean intake per person on a given day in grams,2,2013-2014,8,14.5,0.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,2-19 years,1,2,Mean intake per person on a given day in grams,2,2015-2016,9,15,0.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,2-19 years,1,2,Mean intake per person on a given day in grams,2,2017-2018,10,14.6,0.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,2-5 years,2,3,Mean intake per person on a given day in grams,2,1999-2000,1,10.7,0.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,2-5 years,2,3,Mean intake per person on a given day in grams,2,2001-2002,2,10.7,0.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,2-5 years,2,3,Mean intake per person on a given day in grams,2,2003-2004,3,10.8,0.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,2-5 years,2,3,Mean intake per person on a given day in grams,2,2005-2006,4,10.7,0.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,2-5 years,2,3,Mean intake per person on a given day in grams,2,2007-2008,5,10.9,0.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,2-5 years,2,3,Mean intake per person on a given day in grams,2,2009-2010,6,11.7,0.2,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,2-5 years,2,3,Mean intake per person on a given day in grams,2,2011-2012,7,12.1,0.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,2-5 years,2,3,Mean intake per person on a given day in grams,2,2013-2014,8,11.6,0.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,2-5 years,2,3,Mean intake per person on a given day in grams,2,2015-2016,9,11.6,0.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,2-5 years,2,3,Mean intake per person on a given day in grams,2,2017-2018,10,12.1,0.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,6-11 years,3,4,Mean intake per person on a given day in grams,2,1999-2000,1,12.8,0.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,6-11 years,3,4,Mean intake per person on a given day in grams,2,2001-2002,2,12.4,0.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,6-11 years,3,4,Mean intake per person on a given day in grams,2,2003-2004,3,13.1,0.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,6-11 years,3,4,Mean intake per person on a given day in grams,2,2005-2006,4,13,0.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,6-11 years,3,4,Mean intake per person on a given day in grams,2,2007-2008,5,12.9,0.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,6-11 years,3,4,Mean intake per person on a given day in grams,2,2009-2010,6,14,0.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,6-11 years,3,4,Mean intake per person on a given day in grams,2,2011-2012,7,14.7,0.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,6-11 years,3,4,Mean intake per person on a given day in grams,2,2013-2014,8,14.5,0.5,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,6-11 years,3,4,Mean intake per person on a given day in grams,2,2015-2016,9,14.3,0.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,6-11 years,3,4,Mean intake per person on a given day in grams,2,2017-2018,10,14.8,0.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,12-19 years,4,5,Mean intake per person on a given day in grams,2,1999-2000,1,13.3,0.5,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,12-19 years,4,5,Mean intake per person on a given day in grams,2,2001-2002,2,13.6,0.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,12-19 years,4,5,Mean intake per person on a given day in grams,2,2003-2004,3,13.7,0.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,12-19 years,4,5,Mean intake per person on a given day in grams,2,2005-2006,4,13.9,0.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,12-19 years,4,5,Mean intake per person on a given day in grams,2,2007-2008,5,14.1,0.5,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,12-19 years,4,5,Mean intake per person on a given day in grams,2,2009-2010,6,14.4,0.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,12-19 years,4,5,Mean intake per person on a given day in grams,2,2011-2012,7,15.3,0.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,12-19 years,4,5,Mean intake per person on a given day in grams,2,2013-2014,8,14.5,0.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,12-19 years,4,5,Mean intake per person on a given day in grams,2,2015-2016,9,15,0.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,12-19 years,4,5,Mean intake per person on a given day in grams,2,2017-2018,10,14.6,0.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,20 years and older,5,6,Mean intake per person on a given day in grams,2,1999-2000,1,15.7,0.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,20 years and older,5,6,Mean intake per person on a given day in grams,2,2001-2002,2,16.2,0.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,20 years and older,5,6,Mean intake per person on a given day in grams,2,2003-2004,3,15.5,0.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,20 years and older,5,6,Mean intake per person on a given day in grams,2,2005-2006,4,15.9,0.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,20 years and older,5,6,Mean intake per person on a given day in grams,2,2007-2008,5,15.9,0.5,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,20 years and older,5,6,Mean intake per person on a given day in grams,2,2009-2010,6,17.1,0.2,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,20 years and older,5,6,Mean intake per person on a given day in grams,2,2011-2012,7,18.1,0.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,20 years and older,5,6,Mean intake per person on a given day in grams,2,2013-2014,8,17.1,0.3,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,20 years and older,5,6,Mean intake per person on a given day in grams,2,2015-2016,9,17.3,0.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,20 years and older,5,6,Mean intake per person on a given day in grams,2,2017-2018,10,16.9,0.4,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,20-29 years,6,7,Mean intake per person on a given day in grams,2,1999-2000,1,14.3,0.5,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,20-29 years,6,7,Mean intake per person on a given day in grams,2,2001-2002,2,15.6,0.8,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,20-29 years,6,7,Mean intake per person on a given day in grams,2,2003-2004,3,15.8,0.7,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,20-29 years,6,7,Mean intake per person on a given day in grams,2,2005-2006,4,14.7,0.5,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,20-29 years,6,7,Mean intake per person on a given day in grams,2,2007-2008,5,15,0.5,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,20-29 years,6,7,Mean intake per person on a given day in grams,2,2009-2010,6,15.4,0.5,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,20-29 years,6,7,Mean intake per person on a given day in grams,2,2011-2012,7,17.8,0.5,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,20-29 years,6,7,Mean intake per person on a given day in grams,2,2013-2014,8,16,0.5,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,20-29 years,6,7,Mean intake per person on a given day in grams,2,2015-2016,9,17.2,0.6,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,20-29 years,6,7,Mean intake per person on a given day in grams,2,2017-2018,10,16.2,0.5,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,30-39 years,7,8,Mean intake per person on a given day in grams,2,1999-2000,1,15.5,0.8,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,30-39 years,7,8,Mean intake per person on a given day in grams,2,2001-2002,2,16.4,0.5,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,30-39 years,7,8,Mean intake per person on a given day in grams,2,2003-2004,3,15.9,0.7,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,30-39 years,7,8,Mean intake per person on a given day in grams,2,2005-2006,4,16.8,0.6,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,30-39 years,7,8,Mean intake per person on a given day in grams,2,2007-2008,5,16.2,0.8,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,30-39 years,7,8,Mean intake per person on a given day in grams,2,2009-2010,6,18.2,0.7,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
Dietary fiber intake,,,Demographic Characteristic,1,Age group,1,2,30-39 years,7,8,Mean intake per person on a given day in grams,2,2011-2012,7,19.9,0.6,,,,"FN_NHANESDIET07,FN_NHANESDIET08,NT_NHANES00,SC_NHANES03,SC_NHANES04"
